mode,network,run,ttfb,fcp,lcp,cls,tti
CSR;unthrottled;1;1,7439999999999998;31,287;156,512;0;31,287
CSR;unthrottled;2;2,203;68,183;158,567;0;68,183
CSR;unthrottled;3;1,6249999999999998;34,432;159,546;0;34,432
CSR;unthrottled;4;2,329;34,66;159,823;0;34,66
CSR;unthrottled;5;1,673;32,892;158,011;0;32,892
CSR;unthrottled;6;2,347;32;164,081;0;32
CSR;unthrottled;7;2,0600000000000005;75,18;165,559;0;75,18
CSR;unthrottled;8;1,81;27,253;159,293;0;27,253
CSR;unthrottled;9;2,11;29,722;161,799;0;29,722
CSR;unthrottled;10;1,8060000000000003;31,513;156,645;0;31,513
SSR;unthrottled;1;55,095;102,956;109,924;0,0906975133525961;322,144
SSR;unthrottled;2;45,897;91,484;91,484;0,08486616174882526;293,61
SSR;unthrottled;3;48,958;90,135;97,021;0,08140586930508129;300,607
SSR;unthrottled;4;45,585;94,155;108,047;0,08318154569068675;302,515
SSR;unthrottled;5;44,711;92,13;92,13;0,07790004669760384;297,092
SSR;unthrottled;6;46,977000000000004;98,837;98,837;0,08318154569068675;304,568
SSR;unthrottled;7;46,312;96,351;96,351;0,08604994600589558;305,137
SSR;unthrottled;8;46,634;94,243;94,243;0,07691087506931676;294,618
SSR;unthrottled;9;48,419000000000004;96,584;96,584;0,08427426962029011;307,669
SSR;unthrottled;10;45,633;88,319;88,319;0,08372790765548843;301,086
CSR;fast4g;1;1,9009999999999998;66,049;6023,301;0;66,049
CSR;fast4g;2;2,1239999999999997;55,305;6005,585;0;55,305
CSR;fast4g;3;1,586;64,146;6014,44;0;64,146
CSR;fast4g;4;1,9620000000000002;60,799;6004,151;0;60,799
CSR;fast4g;5;1,754;63,706;5993,135;0;63,706
CSR;fast4g;6;1,617;59,181;6002,538;0;59,181
CSR;fast4g;7;2,067;64,455;6007,794;0;64,455
CSR;fast4g;8;1,8770000000000002;58,137;6001,506;0;58,137
CSR;fast4g;9;1,603;61,808;5991,263;0;61,808
CSR;fast4g;10;2,166;71,066;6007,469;0;71,066
SSR;fast4g;1;50,108;144,371;533,644;0,034517792151883955;11326,908
SSR;fast4g;2;45,792;135,291;531,487;0,034517792151883955;11363,959
SSR;fast4g;3;45,997;134,268;544,396;0,034517792151883955;11341,381
SSR;fast4g;4;44,097;102,563;540,486;0,034517792151883955;11337,013
SSR;fast4g;5;46,518;140,067;536,279;0,034517792151883955;11331,436
SSR;fast4g;6;42,662;121,733;524,894;0,034517792151883955;11325,616
SSR;fast4g;7;43,899;124,062;534,178;0,034517792151883955;11324,44
SSR;fast4g;8;50,43;118,794;528,906;0,034517792151883955;11344,999
SSR;fast4g;9;47,655;128,802;531,982;0,034517792151883955;11334,841
SSR;fast4g;10;42,799;116,948;527,058;0,034517792151883955;11337,966
CSR;slow3g;1;2,311;453,543;453,543;0;
CSR;slow3g;2;1,6139999999999999;452,331;452,331;0;
CSR;slow3g;3;1,885;448,906;448,906;0;
CSR;slow3g;4;1,623;462,163;462,163;0;
CSR;slow3g;5;2,069;444,399;444,399;0;
CSR;slow3g;6;1,6360000000000001;451,627;451,627;0;
CSR;slow3g;7;1,648;452,004;452,004;0;
CSR;slow3g;8;1,9070000000000003;450,686;450,686;0;
CSR;slow3g;9;1,6;438,229;438,229;0;
CSR;slow3g;10;1,62;464,625;464,625;0;
SSR;slow3g;1;46,079;490,673;4724,023;0,01788031914893617;
SSR;slow3g;2;47,553999999999995;497,736;4738,125;0,01788031914893617;
SSR;slow3g;3;43,321;490;4730,291;0,01788031914893617;
SSR;slow3g;4;44,171;484,131;4724,506;0,01788031914893617;
SSR;slow3g;5;44,407;501,121;4727,514;0,01788031914893617;
SSR;slow3g;6;46,748999999999995;523,838;4757,265;0,01788031914893617;
SSR;slow3g;7;46,357;500,706;4734,047;0,01788031914893617;
SSR;slow3g;8;45,044;511,702;4738,179;0,01788031914893617;
SSR;slow3g;9;47,429;506,189;4739,627;0,01788031914893617;
SSR;slow3g;10;44,668;510,154;4743,593;0,01788031914893617;
CSR;1/2CPU;1;2,188;41,979;326,979;0;311,1289998779297
CSR;1/2CPU;2;1,6219999999999999;40,542;325,574;0;309,275
CSR;1/2CPU;3;1,962;41,684;340,598;0;318,385
CSR;1/2CPU;4;1,6380000000000001;41,418;333,426;0;316,961
CSR;1/2CPU;5;2,013;43,63;328,613;0;312,552
CSR;1/2CPU;6;1,7839999999999998;44,803;329,786;0;309,459
CSR;1/2CPU;7;1,9440000000000002;40,424;339,314;0;319,176
CSR;1/2CPU;8;1,593;46,887;331,894;0;313,135
CSR;1/2CPU;9;1,899;39,126;331,087;0;314,5909998779297
CSR;1/2CPU;10;1,637;47,43;332,424;0;314,263
SSR;1/2CPU;1;47,433;94,324;108,235;0,07890055927677087;442,497
SSR;1/2CPU;2;45,824;97,587;104,535;0,10354400081720808;437,944
SSR;1/2CPU;3;48,927;102,478;123,338;0,08455922350640634;443,421
SSR;1/2CPU;4;46,519999999999996;96,485;103,463;0,07890055927677087;444,727
SSR;1/2CPU;5;47,084999999999994;108,682;129,546;0,10354400081720808;446,818
SSR;1/2CPU;6;45,897999999999996;95,009;108,902;0,10354400081720808;437,14
SSR;1/2CPU;7;44,883;101,574;122,415;0,07890055927677087;446,287
SSR;1/2CPU;8;44,441;97,944;125,752;0,10354400081720808;441,744
SSR;1/2CPU;9;43,68300000000001;95,557;102,525;0,10354400081720808;437,506
SSR;1/2CPU;10;45,882999999999996;99,483;113,394;0,10354400081720808;443,856
CSR;1/4CPU;1;1,733;68,218;672,974;0;645,9630001220703
CSR;1/4CPU;2;1,701;67,535;686,179;0;660,1599998779296
CSR;1/4CPU;3;2,046;62,551;667,318;0;640,677
CSR;1/4CPU;4;2,146;67,73;672,5;0;641,895
CSR;1/4CPU;5;1,6729999999999998;63,482;675,239;0;646,388
CSR;1/4CPU;6;2,015;65,489;684,167;0;653,554
CSR;1/4CPU;7;1,5889999999999997;69,324;674,074;0;647,398
CSR;1/4CPU;8;1,5809999999999997;62,39;681,051;0;648,401
CSR;1/4CPU;9;1,977;63,241;674,993;0;647,859
CSR;1/4CPU;10;1,6490000000000002;65,777;670,567;0;645,4119998779297
SSR;1/4CPU;1;44,913;137,236;137,236;0,08415132212590842;863,494
SSR;1/4CPU;2;44,716;140,928;140,928;0,07636451310451507;861,21
SSR;1/4CPU;3;45,26;117,534;145,351;0,07908383095467414;854,926
SSR;1/4CPU;4;45,098;137,223;137,223;0,08415132212590842;852,269
SSR;1/4CPU;5;42,086000000000006;134,463;134,463;0,08415132212590842;847,969
SSR;1/4CPU;6;44,88;134,812;134,812;0,07636451310451507;843,872
SSR;1/4CPU;7;43,861;134,344;134,344;0,08415132212590842;861,872
SSR;1/4CPU;8;44,741;137,716;137,716;0,07636451310451507;862,556
SSR;1/4CPU;9;46,714;122,14;156,89;0,07908383095467414;860,938
SSR;1/4CPU;10;44,663;134,628;134,628;0,08415132212590842;927,372
